order_id,hour,category,item_name,price,quantity,discount,total_amount,branch,payment_method,order_type,customer_id,rating,is_weekend,order_date,year,month,day_name
602761,12,طواجن,طاجن فراخ,114.95,3,0,344.84,الجيزة,Card,Takeaway,151210,4,0,2021-11-25,2021,11,Thursday
1560900,22,مشروبات,عصير مانجو,38.59,5,0.1,173.66,الجيزة,Cash,Dine-in,109938,4,1,2021-01-10,2021,1,Sunday
277303,18,محاشي,محشي كوسة,64.94,3,0,194.83,طنطا,Cash,Delivery,97991,3,1,2021-07-03,2021,7,Saturday
65776,16,محاشي,محشي كوسة,66.39,4,0.1,239.01,الجيزة,Cash,Delivery,144436,4,0,2021-04-20,2021,4,Tuesday
1396050,13,مقبلات,بابا غنوج,53.29,3,0,159.88,المنصورة,Wallet,Takeaway,73283,4,0,2020-09-17,2020,9,Thursday
273055,19,طواجن,طاجن ملوخية,127.88,4,0.1,460.37,الجيزة,Cash,Dine-in,54072,3,1,2022-06-18,2022,6,Saturday
433204,20,محاشي,محشي ورق عنب,79.55,3,0,238.65,الإسكندرية,Card,Delivery,181647,4,1,2021-01-17,2021,1,Sunday
674035,14,مشروبات,عصير مانجو,22.46,4,0.1,80.85,الجيزة,Cash,Dine-in,104229,3,0,2023-11-23,2023,11,Thursday
51989,18,مشروبات,عصير قصب,26.17,3,0,78.52,القاهرة,Card,Takeaway,18208,4,1,2025-09-05,2025,9,Friday
401733,23,طواجن,طاجن بامية,95.54,4,0.1,343.95,أسيوط,Wallet,Takeaway,8361,3,1,2020-01-24,2020,1,Friday
355131,23,مقبلات,سلطة بلدي,26.12,3,0,78.35,الجيزة,Wallet,Dine-in,91039,4,1,2020-03-29,2020,3,Sunday
386150,14,مشويات,كفتة,138.71,3,0,416.14,الجيزة,Wallet,Takeaway,109344,4,0,2025-09-25,2025,9,Thursday
909371,17,محاشي,محشي كوسة,63.94,4,0.1,230.2,الإسكندرية,Card,Delivery,16792,4,1,2025-01-26,2025,1,Sunday
1187548,12,طواجن,طاجن بامية,113.27,2,0,226.54,طنطا,Cash,Takeaway,5244,4,1,2025-08-30,2025,8,Saturday
986276,10,مشروبات,شاي,34.36,2,0,68.72,أسيوط,Cash,Dine-in,131858,4,0,2021-08-25,2021,8,Wednesday
405284,11,طواجن,طاجن فراخ,139.64,4,0.1,502.7,الإسكندرية,Card,Dine-in,181476,4,1,2022-10-28,2022,10,Friday
869995,22,محاشي,محشي ورق عنب,94.76,3,0,284.27,القاهرة,Cash,Takeaway,134994,4,0,2023-01-19,2023,1,Thursday
1134582,10,مشويات,شيش طاووق,142.52,3,0,427.57,الإسكندرية,Cash,Dine-in,51677,4,1,2021-01-31,2021,1,Sunday
867573,13,طواجن,طاجن بامية,96.79,4,0.1,348.45,القاهرة,Card,Dine-in,35681,3,1,2021-02-27,2021,2,Saturday
536772,11,طواجن,طاجن فراخ,100.57,3,0,301.72,القاهرة,Cash,Takeaway,133210,4,0,2025-07-01,2025,7,Tuesday
301296,13,مقبلات,بابا غنوج,61.53,2,0,123.07,القاهرة,Cash,Takeaway,151654,4,0,2024-04-02,2024,4,Tuesday
43254,12,مقبلات,سلطة بلدي,47.82,3,0,143.46,القاهرة,Cash,Takeaway,49002,4,1,2021-12-26,2021,12,Sunday
930640,19,طواجن,طاجن ملوخية,131.12,4,0.1,472.04,المنصورة,Cash,Takeaway,159700,3,1,2023-03-24,2023,3,Friday
1277994,19,مشروبات,عصير مانجو,31.02,3,0,93.05,الجيزة,Wallet,Delivery,27113,4,1,2023-01-01,2023,1,Sunday
33988,16,طواجن,طاجن ملوخية,93.41,2,0,186.83,القاهرة,Wallet,Delivery,52662,3,0,2024-07-30,2024,7,Tuesday
748675,14,مقبلات,بابا غنوج,39.04,2,0,78.07,المنصورة,Card,Dine-in,135957,3,0,2022-11-01,2022,11,Tuesday
1241234,10,محاشي,محشي باذنجان,77.75,2,0,155.5,المنصورة,Cash,Delivery,148010,4,0,2021-04-05,2021,4,Monday
5718,18,مشويات,شيش طاووق,146.94,4,0.1,528.98,القاهرة,Cash,Dine-in,199622,3,1,2021-07-24,2021,7,Saturday
547961,18,طواجن,طاجن بامية,100.81,4,0.1,362.91,القاهرة,Cash,Takeaway,104942,4,1,2021-07-30,2021,7,Friday
124716,15,مشروبات,شاي,12.29,3,0,36.86,أسيوط,Card,Dine-in,6149,3,1,2023-09-08,2023,9,Friday
374262,17,محاشي,محشي كوسة,119.53,8,0.1,860.6,القاهرة,Cash,Takeaway,96564,4,1,2023-06-16,2023,6,Friday
365335,15,طواجن,طاجن بامية,122.94,5,0.1,553.21,القاهرة,Cash,Takeaway,34673,4,0,2023-10-24,2023,10,Tuesday
918139,16,محاشي,محشي ورق عنب,109.74,3,0,329.23,المنصورة,Cash,Takeaway,169116,3,1,2021-06-04,2021,6,Friday
663508,23,محاشي,محشي باذنجان,92.98,3,0,278.95,القاهرة,Card,Delivery,29615,4,1,2025-10-17,2025,10,Friday
1688058,20,مشويات,شيش طاووق,127.31,3,0,381.94,القاهرة,Cash,Dine-in,19409,4,0,2020-07-09,2020,7,Thursday
632703,17,مقبلات,سلطة بلدي,34.92,2,0,69.84,الجيزة,Card,Delivery,185910,3,0,2021-11-10,2021,11,Wednesday
27643,15,مشويات,كباب,155.18,2,0,310.35,المنصورة,Cash,Dine-in,42354,3,0,2022-08-11,2022,8,Thursday
1394197,16,طواجن,طاجن بامية,140.36,3,0,421.08,القاهرة,Card,Delivery,163563,4,1,2024-01-05,2024,1,Friday
674036,20,مشروبات,عصير مانجو,33.06,4,0.1,119.01,القاهرة,Wallet,Delivery,172266,4,0,2023-02-07,2023,2,Tuesday
887237,17,محاشي,محشي كوسة,101.15,1,0,101.15,الجيزة,Cash,Dine-in,20953,4,0,2023-09-26,2023,9,Tuesday
655688,13,مشروبات,عصير مانجو,14.77,3,0,44.31,الجيزة,Cash,Delivery,155128,5,1,2023-07-14,2023,7,Friday
1883829,23,مشروبات,عصير قصب,23.69,2,0,47.39,الإسكندرية,Card,Dine-in,152022,3,0,2025-05-26,2025,5,Monday
615540,23,مقبلات,سلطة بلدي,57.33,5,0.1,257.98,طنطا,Wallet,Delivery,156348,3,1,2022-10-22,2022,10,Saturday
957872,18,محاشي,محشي ورق عنب,104.71,4,0.1,376.95,الإسكندرية,Cash,Delivery,147140,4,1,2021-08-08,2021,8,Sunday
670207,16,مشروبات,عصير مانجو,36.72,2,0,73.43,القاهرة,Card,Dine-in,123790,4,0,2024-11-28,2024,11,Thursday
142614,16,مشويات,كباب,145.26,3,0,435.79,القاهرة,Cash,Takeaway,24303,4,0,2021-02-22,2021,2,Monday
409881,20,مشروبات,عصير مانجو,14.19,4,0.1,51.09,الإسكندرية,Cash,Delivery,165589,3,1,2022-12-31,2022,12,Saturday
284582,13,مشويات,شيش طاووق,137.8,2,0,275.59,القاهرة,Cash,Takeaway,189255,4,0,2024-03-14,2024,3,Thursday
1981543,19,مشروبات,عصير مانجو,1.03,6,0.1,5.57,الإسكندرية,Card,Dine-in,93081,4,1,2023-09-16,2023,9,Saturday
199445,19,مقبلات,طحينة,52.58,3,0,157.75,المنصورة,Wallet,Delivery,125415,3,0,2023-04-03,2023,4,Monday
57987,16,مشويات,كفتة,138.66,3,0,415.99,أسيوط,Cash,Dine-in,194825,3,0,2022-11-09,2022,11,Wednesday
438882,15,مقبلات,بابا غنوج,42.83,3,0,128.5,الإسكندرية,Card,Delivery,98915,5,1,2020-11-20,2020,11,Friday
1718408,14,مشروبات,عصير قصب,30.83,5,0.1,138.75,أسيوط,Cash,Takeaway,146485,4,1,2025-05-16,2025,5,Friday
485403,20,طواجن,طاجن بامية,118.85,3,0,356.54,الجيزة,Card,Takeaway,38722,4,1,2024-06-23,2024,6,Sunday
719468,21,مقبلات,طحينة,26.12,4,0.1,94.03,الإسكندرية,Cash,Takeaway,127028,4,0,2024-03-13,2024,3,Wednesday
665399,10,محاشي,محشي ورق عنب,80.47,1,0,80.47,القاهرة,Card,Dine-in,128621,4,0,2024-10-31,2024,10,Thursday
1989486,14,طواجن,طاجن بامية,110.07,2,0,220.14,القاهرة,Cash,Dine-in,128641,4,0,2024-04-11,2024,4,Thursday
1093626,19,مشروبات,عصير مانجو,13.87,3,0,41.61,القاهرة,Cash,Takeaway,42258,4,0,2022-12-12,2022,12,Monday
129041,13,مشروبات,عصير مانجو,43.53,4,0.1,156.71,القاهرة,Wallet,Delivery,147895,5,1,2025-08-09,2025,8,Saturday
44889,14,محاشي,محشي ورق عنب,71.46,3,0,214.38,الجيزة,Card,Takeaway,41775,4,0,2022-01-13,2022,1,Thursday
611671,16,طواجن,طاجن فراخ,119.13,3,0,357.39,طنطا,Cash,Takeaway,47874,4,0,2023-06-06,2023,6,Tuesday
622610,22,مشروبات,عصير مانجو,31.27,6,0.1,168.84,القاهرة,Card,Takeaway,97013,4,1,2023-03-10,2023,3,Friday
1133770,15,مقبلات,سلطة بلدي,46.19,3,0,138.56,القاهرة,Card,Takeaway,51306,4,0,2021-03-15,2021,3,Monday
336600,13,محاشي,محشي باذنجان,89.5,5,0.1,402.74,طنطا,Card,Delivery,146776,3,1,2023-12-08,2023,12,Friday
611127,15,مشويات,كباب,147.19,3,0,441.57,القاهرة,Wallet,Dine-in,49938,4,0,2024-09-11,2024,9,Wednesday
343030,13,مشويات,كباب,157.33,3,0,471.98,الإسكندرية,Card,Takeaway,167179,4,0,2020-07-15,2020,7,Wednesday
340771,11,مشويات,كفتة,152.64,3,0,457.91,طنطا,Cash,Takeaway,153367,3,1,2025-03-21,2025,3,Friday
1754918,13,مشروبات,شاي,50.89,2,0,101.77,القاهرة,Card,Dine-in,49155,2,0,2024-02-07,2024,2,Wednesday
664290,20,طواجن,طاجن ملوخية,126.95,3,0,380.85,المنصورة,Card,Dine-in,197443,3,0,2020-01-27,2020,1,Monday
517991,12,مشويات,كباب,140.16,1,0,140.16,القاهرة,Wallet,Takeaway,18163,4,0,2023-12-12,2023,12,Tuesday
1070431,17,طواجن,طاجن بامية,120.61,3,0,361.83,المنصورة,Cash,Dine-in,68802,4,1,2021-05-28,2021,5,Friday
1956508,21,مشويات,شيش طاووق,141.88,5,0.1,638.44,أسيوط,Cash,Dine-in,141397,3,0,2020-12-03,2020,12,Thursday
1538320,14,مشويات,كفتة,169.27,3,0,507.81,القاهرة,Cash,Delivery,160478,4,0,2020-07-20,2020,7,Monday
627196,15,مشويات,شيش طاووق,129.2,2,0,258.4,القاهرة,Cash,Delivery,13483,5,0,2021-11-15,2021,11,Monday
1922297,17,طواجن,طاجن ملوخية,123.84,5,0.1,557.26,طنطا,Wallet,Dine-in,189289,4,1,2025-02-22,2025,2,Saturday
1026383,21,محاشي,محشي باذنجان,66.11,6,0.1,357.02,المنصورة,Card,Dine-in,167581,3,1,2020-06-14,2020,6,Sunday
700515,15,طواجن,طاجن ملوخية,105.21,3,0,315.62,الإسكندرية,Cash,Dine-in,27979,4,0,2022-06-06,2022,6,Monday
918197,18,محاشي,محشي كوسة,98.55,1,0,98.55,القاهرة,Card,Takeaway,33126,3,0,2022-01-05,2022,1,Wednesday
245812,21,طواجن,طاجن بامية,126.89,4,0.1,456.79,طنطا,Cash,Delivery,142306,4,1,2025-04-13,2025,4,Sunday
101326,17,طواجن,طاجن فراخ,119.04,1,0,119.04,الإسكندرية,Cash,Delivery,83620,4,0,2023-07-25,2023,7,Tuesday
9661,16,مقبلات,طحينة,67.09,3,0,201.27,الجيزة,Card,Dine-in,68409,5,0,2020-03-05,2020,3,Thursday
2210734,11,مقبلات,بابا غنوج,46.37,2,0,92.74,القاهرة,Wallet,Delivery,114475,4,1,2024-01-27,2024,1,Saturday
2029087,16,مشويات,كباب,138.32,3,0,414.96,الإسكندرية,Wallet,Delivery,43893,3,1,2021-02-13,2021,2,Saturday
1791500,17,محاشي,محشي كوسة,42.93,2,0,85.87,القاهرة,Card,Dine-in,61208,4,0,2022-05-04,2022,5,Wednesday
633183,16,طواجن,طاجن ملوخية,121.06,3,0,363.18,الجيزة,Cash,Delivery,123104,3,1,2024-03-24,2024,3,Sunday
301883,15,مشروبات,شاي,7.88,5,0.1,35.45,أسيوط,Cash,Delivery,133188,3,1,2021-05-07,2021,5,Friday
1608888,11,محاشي,محشي كوسة,95.43,1,0,95.43,القاهرة,Cash,Delivery,154846,4,0,2025-12-15,2025,12,Monday
585553,16,طواجن,طاجن بامية,94.36,5,0.1,424.64,القاهرة,Cash,Delivery,17592,4,1,2021-09-19,2021,9,Sunday
15921,13,مقبلات,طحينة,64.32,4,0.1,231.56,الإسكندرية,Cash,Takeaway,183768,5,1,2023-09-08,2023,9,Friday
1013560,23,مشويات,كفتة,141.62,2,0,283.24,القاهرة,Cash,Delivery,170678,4,0,2025-08-26,2025,8,Tuesday
1476848,16,مشروبات,عصير مانجو,40.39,5,0.1,181.75,الإسكندرية,Wallet,Takeaway,34434,4,1,2023-11-05,2023,11,Sunday
785345,19,مشويات,كفتة,128.51,2,0,257.01,القاهرة,Cash,Takeaway,76863,4,0,2023-06-01,2023,6,Thursday
589516,19,مشويات,كباب,144.7,3,0,434.09,الإسكندرية,Cash,Dine-in,80508,4,1,2020-07-05,2020,7,Sunday
696243,20,مقبلات,سلطة بلدي,38.04,4,0.1,136.93,الإسكندرية,Cash,Takeaway,127080,3,1,2020-01-17,2020,1,Friday
214709,18,مشويات,كباب,136.31,2,0,272.62,طنطا,Cash,Takeaway,87366,3,1,2020-04-04,2020,4,Saturday
259483,14,مشويات,كفتة,163.22,6,0.1,881.38,الإسكندرية,Cash,Dine-in,196662,3,0,2023-03-22,2023,3,Wednesday
980450,16,مقبلات,طحينة,55.73,5,0.1,250.8,القاهرة,Cash,Delivery,36851,3,0,2024-01-08,2024,1,Monday
1062317,22,مشويات,كباب,133.92,3,0,401.77,الإسكندرية,Card,Delivery,30956,4,0,2022-10-06,2022,10,Thursday
411325,12,مشويات,كباب,162.64,1,0,162.64,الإسكندرية,Cash,Delivery,57315,4,0,2022-02-09,2022,2,Wednesday
270928,19,مشويات,كفتة,140.6,5,0.1,632.69,الإسكندرية,Wallet,Takeaway,70055,3,1,2020-05-24,2020,5,Sunday
525340,21,طواجن,طاجن ملوخية,119.52,2,0,239.04,طنطا,Card,Dine-in,75149,3,0,2023-02-14,2023,2,Tuesday
293746,11,مشروبات,عصير مانجو,29.12,3,0,87.35,الجيزة,Cash,Delivery,112081,3,1,2024-08-16,2024,8,Friday
291332,17,مشويات,شيش طاووق,143.53,1,0,143.53,المنصورة,Card,Dine-in,158012,4,0,2020-06-15,2020,6,Monday
82403,18,مشروبات,عصير مانجو,26.37,1,0,26.37,الإسكندرية,Card,Dine-in,64261,4,0,2021-10-04,2021,10,Monday
1113157,18,طواجن,طاجن فراخ,108.35,2,0,216.69,طنطا,Card,Dine-in,199658,3,0,2024-01-29,2024,1,Monday
334134,12,محاشي,محشي كوسة,68.99,6,0.1,372.52,القاهرة,Wallet,Takeaway,98320,4,0,2021-11-08,2021,11,Monday
178713,11,مشويات,كباب,147.38,3,0,442.13,القاهرة,Card,Dine-in,138921,4,0,2023-11-27,2023,11,Monday
1135655,13,مشويات,كباب,164.01,3,0,492.03,القاهرة,Cash,Dine-in,145064,4,0,2023-01-16,2023,1,Monday
601653,21,مشويات,كباب,130.93,3,0,392.78,الجيزة,Wallet,Takeaway,82173,5,0,2022-08-29,2022,8,Monday
160964,11,طواجن,طاجن فراخ,117.52,2,0,235.03,الجيزة,Cash,Delivery,100232,3,1,2024-06-28,2024,6,Friday
221857,23,محاشي,محشي ورق عنب,52.29,2,0,104.58,القاهرة,Cash,Takeaway,139391,4,0,2022-11-03,2022,11,Thursday
1724256,20,مشروبات,عصير قصب,14.3,5,0.1,64.35,القاهرة,Card,Dine-in,97098,4,0,2021-02-03,2021,2,Wednesday
534774,19,طواجن,طاجن فراخ,133.82,4,0.1,481.73,القاهرة,Cash,Delivery,93880,2,1,2023-01-28,2023,1,Saturday
600893,11,مشروبات,عصير مانجو,22.27,2,0,44.54,الإسكندرية,Cash,Dine-in,76301,3,0,2024-12-24,2024,12,Tuesday
6349,10,طواجن,طاجن بامية,115.73,4,0.1,416.64,أسيوط,Cash,Delivery,100072,3,1,2025-05-24,2025,5,Saturday
499461,10,مقبلات,بابا غنوج,59.98,3,0,179.94,الإسكندرية,Wallet,Takeaway,15464,3,1,2023-03-19,2023,3,Sunday
2022863,21,طواجن,طاجن فراخ,101.87,3,0,305.61,القاهرة,Cash,Dine-in,190725,4,1,2023-11-18,2023,11,Saturday
75184,13,مشويات,كباب,161.92,3,0,485.76,القاهرة,Card,Dine-in,27044,4,0,2021-10-06,2021,10,Wednesday
1918924,11,محاشي,محشي ورق عنب,81.64,2,0,163.28,الجيزة,Cash,Delivery,159146,5,1,2023-06-02,2023,6,Friday
562889,19,طواجن,طاجن بامية,118.55,2,0,237.1,المنصورة,Cash,Delivery,196659,4,0,2024-07-18,2024,7,Thursday
214721,21,طواجن,طاجن فراخ,113.31,5,0.1,509.87,المنصورة,Cash,Delivery,47403,3,0,2021-03-18,2021,3,Thursday
994612,21,طواجن,طاجن ملوخية,115.76,3,0,347.29,القاهرة,Cash,Takeaway,54410,5,1,2023-07-29,2023,7,Saturday
538843,17,مشويات,كباب,159.01,1,0,159.01,الإسكندرية,Cash,Dine-in,80909,4,0,2023-03-23,2023,3,Thursday
1268505,15,محاشي,محشي ورق عنب,66.55,8,0.1,479.13,الإسكندرية,Cash,Takeaway,118861,4,1,2024-08-30,2024,8,Friday
993328,16,مقبلات,سلطة بلدي,83.81,4,0.1,301.73,أسيوط,Cash,Takeaway,25984,3,0,2024-06-26,2024,6,Wednesday
1731630,16,مقبلات,طحينة,39.2,3,0,117.61,الإسكندرية,Card,Dine-in,199937,5,1,2022-11-25,2022,11,Friday
874451,14,طواجن,طاجن فراخ,126.72,3,0,380.15,القاهرة,Card,Takeaway,110470,4,1,2022-10-07,2022,10,Friday
539367,11,مشويات,كباب,166.83,3,0,500.48,المنصورة,Cash,Dine-in,78628,4,1,2022-02-05,2022,2,Saturday
63477,12,مقبلات,سلطة بلدي,62.66,3,0,187.97,المنصورة,Wallet,Dine-in,38840,3,0,2024-04-25,2024,4,Thursday
459040,23,مقبلات,طحينة,62.73,3,0,188.18,الجيزة,Cash,Delivery,12233,3,1,2021-08-15,2021,8,Sunday
720636,18,مقبلات,طحينة,63.22,1,0,63.22,الإسكندرية,Cash,Delivery,133513,4,0,2025-09-18,2025,9,Thursday
456546,20,محاشي,محشي ورق عنب,105.02,2,0,210.03,الجيزة,Cash,Takeaway,115575,3,0,2023-01-24,2023,1,Tuesday
1284332,19,طواجن,طاجن فراخ,97.99,4,0.1,352.77,الجيزة,Cash,Dine-in,30482,4,0,2021-07-08,2021,7,Thursday
376675,11,طواجن,طاجن بامية,140.28,1,0,140.28,الإسكندرية,Cash,Delivery,79829,4,0,2023-01-02,2023,1,Monday
1222349,23,مقبلات,طحينة,42.62,4,0.1,153.44,الإسكندرية,Wallet,Takeaway,125229,4,1,2020-08-07,2020,8,Friday
904143,15,محاشي,محشي باذنجان,89.23,2,0,178.45,المنصورة,Wallet,Delivery,49976,3,0,2024-03-14,2024,3,Thursday
927789,20,محاشي,محشي كوسة,63.11,3,0,189.33,أسيوط,Cash,Dine-in,52613,3,1,2021-12-11,2021,12,Saturday
25686,23,طواجن,طاجن ملوخية,98.2,3,0,294.61,القاهرة,Cash,Delivery,139575,5,1,2020-07-19,2020,7,Sunday
364829,23,مقبلات,طحينة,44.79,2,0,89.57,الجيزة,Wallet,Dine-in,163610,4,0,2020-07-06,2020,7,Monday
264277,19,طواجن,طاجن فراخ,102.35,4,0.1,368.45,الإسكندرية,Cash,Takeaway,104638,3,1,2024-10-27,2024,10,Sunday
838702,16,محاشي,محشي ورق عنب,64.22,2,0,128.44,الإسكندرية,Wallet,Takeaway,139954,4,0,2021-03-30,2021,3,Tuesday
640378,14,طواجن,طاجن بامية,121.47,2,0,242.93,الإسكندرية,Card,Dine-in,6385,4,0,2024-11-05,2024,11,Tuesday
21019,17,محاشي,محشي كوسة,110.31,1,0,110.31,أسيوط,Cash,Delivery,23804,3,0,2025-11-13,2025,11,Thursday
723798,10,مشروبات,شاي,45.29,2,0,90.58,القاهرة,Card,Takeaway,74963,5,0,2024-06-11,2024,6,Tuesday
1174244,12,محاشي,محشي باذنجان,84.9,4,0.1,305.64,القاهرة,Cash,Delivery,6278,4,1,2025-04-19,2025,4,Saturday
586741,10,مشروبات,عصير مانجو,33.45,4,0.1,120.41,طنطا,Wallet,Takeaway,143959,3,1,2021-08-01,2021,8,Sunday
1129644,22,مشروبات,عصير مانجو,32.3,2,0,64.61,المنصورة,Card,Dine-in,25164,4,0,2023-10-09,2023,10,Monday
10655,12,محاشي,محشي ورق عنب,90.96,4,0.1,327.47,المنصورة,Cash,Delivery,102468,4,0,2025-12-24,2025,12,Wednesday
153188,12,مشروبات,عصير قصب,1.71,4,0.1,6.17,القاهرة,Card,Takeaway,84478,5,1,2024-08-17,2024,8,Saturday
583300,18,مقبلات,طحينة,81.51,3,0,244.54,المنصورة,Wallet,Dine-in,199474,3,1,2020-02-02,2020,2,Sunday
446063,12,مشروبات,عصير مانجو,60.08,2,0,120.17,القاهرة,Card,Dine-in,112645,4,1,2024-02-16,2024,2,Friday
672222,10,مقبلات,طحينة,59.23,1,0,59.23,طنطا,Cash,Takeaway,176489,3,0,2020-08-10,2020,8,Monday
48498,17,طواجن,طاجن بامية,93.03,2,0,186.07,طنطا,Cash,Dine-in,97089,4,1,2023-11-24,2023,11,Friday
284099,20,مشويات,كفتة,167.9,4,0.1,604.44,الإسكندرية,Card,Dine-in,144847,5,0,2024-01-25,2024,1,Thursday
1073015,23,مشروبات,عصير قصب,35.64,3,0,106.93,الجيزة,Cash,Takeaway,145817,4,1,2022-01-22,2022,1,Saturday
2106138,19,محاشي,محشي كوسة,102.48,3,0,307.44,أسيوط,Cash,Dine-in,160454,3,1,2025-03-22,2025,3,Saturday
419306,12,مشروبات,عصير قصب,29.29,4,0.1,105.46,القاهرة,Cash,Takeaway,157216,4,0,2025-10-22,2025,10,Wednesday
2243311,18,مشويات,شيش طاووق,170.22,2,0,340.44,الجيزة,Cash,Dine-in,191406,4,0,2024-03-06,2024,3,Wednesday
1444534,17,طواجن,طاجن فراخ,131.64,2,0,263.29,طنطا,Card,Takeaway,177439,3,1,2024-03-03,2024,3,Sunday
1679788,13,مشروبات,عصير قصب,50.9,4,0.1,183.25,طنطا,Card,Takeaway,28721,3,0,2022-11-07,2022,11,Monday
2467109,14,مقبلات,سلطة بلدي,22.84,2,0,45.69,الإسكندرية,Wallet,Delivery,6248,4,0,2025-04-16,2025,4,Wednesday
510232,13,طواجن,طاجن فراخ,133.19,3,0,399.57,القاهرة,Cash,Dine-in,11126,4,1,2022-03-19,2022,3,Saturday
86815,13,محاشي,محشي كوسة,48.16,5,0.1,216.74,الجيزة,Wallet,Dine-in,185920,4,0,2020-10-20,2020,10,Tuesday
890608,10,طواجن,طاجن بامية,129.9,1,0,129.9,أسيوط,Card,Delivery,147258,3,0,2024-04-11,2024,4,Thursday
260243,20,محاشي,محشي ورق عنب,98.05,3,0,294.16,أسيوط,Wallet,Takeaway,196054,3,1,2022-08-27,2022,8,Saturday
328380,14,مشروبات,عصير مانجو,40.5,5,0.1,182.27,أسيوط,Card,Dine-in,56193,3,0,2020-12-08,2020,12,Tuesday
282753,18,محاشي,محشي ورق عنب,63.46,2,0,126.93,الجيزة,Wallet,Dine-in,86440,4,1,2024-06-29,2024,6,Saturday
444528,23,مشويات,شيش طاووق,142.74,3,0,428.23,طنطا,Cash,Dine-in,50631,3,1,2024-09-01,2024,9,Sunday
1047298,11,مشويات,كباب,158.42,4,0.1,570.31,الجيزة,Cash,Dine-in,100064,4,1,2021-03-12,2021,3,Friday
146231,14,طواجن,طاجن ملوخية,134.58,3,0,403.73,الجيزة,Card,Takeaway,79387,3,0,2024-11-18,2024,11,Monday
513905,10,طواجن,طاجن فراخ,126.72,4,0.1,456.21,الإسكندرية,Card,Delivery,50892,3,1,2023-01-01,2023,1,Sunday
650141,12,طواجن,طاجن ملوخية,91.01,1,0,91.01,طنطا,Cash,Delivery,171930,3,0,2024-09-23,2024,9,Monday
1725693,20,مشويات,كفتة,144.12,4,0.1,518.83,المنصورة,Card,Delivery,42924,4,0,2024-08-29,2024,8,Thursday
2194171,14,طواجن,طاجن ملوخية,109.71,5,0.1,493.69,الإسكندرية,Cash,Takeaway,139272,4,1,2021-05-07,2021,5,Friday
1959739,21,مشروبات,عصير قصب,47.32,5,0.1,212.92,الإسكندرية,Card,Dine-in,195562,3,1,2021-07-03,2021,7,Saturday
2290732,18,محاشي,محشي ورق عنب,81.39,3,0,244.18,الإسكندرية,Card,Dine-in,71023,3,0,2023-03-21,2023,3,Tuesday
1069431,13,محاشي,محشي باذنجان,80.65,3,0,241.94,القاهرة,Cash,Delivery,7640,5,1,2021-11-26,2021,11,Friday
17206,20,محاشي,محشي باذنجان,70.82,2,0,141.63,القاهرة,Cash,Dine-in,157281,4,0,2021-08-25,2021,8,Wednesday
327413,19,مقبلات,سلطة بلدي,62.36,2,0,124.71,الإسكندرية,Cash,Delivery,17969,5,0,2022-03-29,2022,3,Tuesday
326489,10,طواجن,طاجن ملوخية,99.05,5,0.1,445.73,القاهرة,Cash,Delivery,50230,4,1,2022-02-13,2022,2,Sunday
922768,16,طواجن,طاجن فراخ,116.65,4,0.1,419.93,المنصورة,Wallet,Takeaway,56645,4,1,2025-06-21,2025,6,Saturday
392529,18,مشروبات,عصير مانجو,22.87,5,0.1,102.9,القاهرة,Card,Delivery,113268,4,1,2021-05-14,2021,5,Friday
522238,11,محاشي,محشي باذنجان,70.91,2,0,141.81,طنطا,Card,Delivery,29215,4,0,2023-09-12,2023,9,Tuesday
296198,14,مقبلات,بابا غنوج,59.09,3,0,177.26,القاهرة,Cash,Dine-in,98712,4,0,2022-04-20,2022,4,Wednesday
856433,18,مقبلات,بابا غنوج,34.33,2,0,68.66,القاهرة,Wallet,Delivery,101338,4,1,2024-02-23,2024,2,Friday
1327881,14,مقبلات,طحينة,38.89,2,0,77.78,الجيزة,Cash,Delivery,50272,4,0,2023-03-20,2023,3,Monday
1603008,21,مقبلات,بابا غنوج,31.4,2,0,62.8,أسيوط,Cash,Delivery,152431,2,0,2024-05-29,2024,5,Wednesday
346202,13,طواجن,طاجن فراخ,132.43,5,0.1,595.92,طنطا,Cash,Delivery,144846,3,1,2024-04-13,2024,4,Saturday
71303,21,طواجن,طاجن بامية,151.92,3,0,455.76,القاهرة,Card,Dine-in,173941,4,1,2025-01-12,2025,1,Sunday
100838,10,محاشي,محشي ورق عنب,53.06,2,0,106.12,الإسكندرية,Cash,Delivery,98910,5,1,2025-10-24,2025,10,Friday
1681126,19,طواجن,طاجن فراخ,125.85,4,0.1,453.05,الإسكندرية,Cash,Dine-in,99985,4,1,2022-07-08,2022,7,Friday
527812,22,مشروبات,عصير قصب,27.33,2,0,54.66,الإسكندرية,Cash,Dine-in,162946,4,0,2025-08-18,2025,8,Monday
1369729,15,مشويات,كباب,161.35,3,0,484.05,أسيوط,Card,Dine-in,69201,3,0,2021-07-05,2021,7,Monday
850787,11,محاشي,محشي ورق عنب,82.32,3,0,246.96,القاهرة,Wallet,Takeaway,95151,3,0,2022-12-08,2022,12,Thursday
298925,17,مشروبات,عصير مانجو,28.94,2,0,57.87,الإسكندرية,Cash,Takeaway,193345,4,0,2022-03-21,2022,3,Monday
805177,10,مشروبات,عصير مانجو,15.07,1,0,15.07,أسيوط,Wallet,Delivery,81993,4,0,2021-04-19,2021,4,Monday
1479387,12,مشويات,شيش طاووق,166.54,1,0,166.54,المنصورة,Cash,Delivery,54568,4,0,2020-01-27,2020,1,Monday
